Car_ID,Brand,Model,Segment,Year,Price_INR_Lakhs,Engine_CC,Fuel_Type,Transmission,Power_BHP,Torque_Nm,Mileage_kmpl,Top_Speed_kmph,No_of_Airbags,ABS,EBD,ESP,Hill_Assist,ISOFIX,Rear_Parking_Sensors,Front_Parking_Sensors,Reverse_Camera,Blind_Spot_Monitor,Lane_Departure_Warning,Adaptive_Cruise_Control,Auto_Emergency_Braking,NCAP_Rating,No_of_Seats,Sunroof_Moonroof,Leather_Seats,Ventilated_Seats,Heated_Seats,Climate_Zones,Ambient_Lighting,Wireless_Charging,Infotainment_Screen_inch,Apple_CarPlay,Android_Auto,Connected_Car_Tech,Digital_Instrument_Cluster,Head_Up_Display,Premium_Sound_System,Cruise_Control,Keyless_Entry,Push_Button_Start,Electric_Parking_Brake,Auto_Dimming_IRVM,Tyre_Size,Ground_Clearance_mm,Boot_Space_L,Fuel_Tank_L,Wheelbase_mm,Length_mm,Width_mm,Height_mm,Kerb_Weight_kg,Drive_Type
467,Maruti Suzuki,Celerio,Hatchback,2022,6.54,1200,CNG,Manual,77,123,20.74,153,4,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,4,5,Yes,No,No,No,1,Yes,Yes,8,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,No,No,195/55 R16,156,373,35,2435,3737,1662,1504,1101,FWD
468,Toyota,Glanza,Hatchback,2019,10.48,900,Petrol,Automatic,94,147,16.23,161,6,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,5,5,Yes,Yes,Yes,No,1,Yes,No,9,Yes,Yes,Yes,Yes,Yes,JBL,Yes,Yes,Yes,Yes,Yes,185/60 R15,170,336,32,2452,3988,1783,1508,995,FWD
469,Maruti Suzuki,Swift,Hatchback,2024,4.87,900,Petrol,Automatic,98,134,18.47,182,4,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,4,5,No,No,Yes,No,1,No,No,7,Yes,Yes,No,No,No,Bose,No,Yes,Yes,No,No,165/65 R14,183,331,30,2525,4056,1717,1478,1014,FWD
470,Maruti Suzuki,Baleno,Hatchback,2024,7.28,1100,Diesel,Manual,68,91,17.29,150,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,4,5,No,No,No,No,1,No,No,9,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,185/60 R15,174,271,34,2525,4008,1770,1481,974,FWD
471,Renault,Kwid,Hatchback,2023,7.88,900,Diesel,Manual,74,102,16.14,188,2,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,0,5,Yes,No,No,No,1,Yes,No,7,Yes,Yes,No,No,No,Bose,No,Yes,Yes,No,No,195/55 R16,166,326,35,2584,3999,1653,1559,914,FWD
472,Toyota,Glanza,Hatchback,2019,4.82,1000,Diesel,AMT,65,88,16.51,186,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,5,5,No,No,No,No,1,No,No,7,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,185/60 R15,172,316,31,2446,4056,1703,1500,1048,FWD
473,Hyundai,i20,Hatchback,2019,6.17,1200,Diesel,Manual,84,104,23.12,152,4,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,0,5,No,No,No,No,1,No,No,7,Yes,Yes,Yes,No,No,JBL,Yes,Yes,Yes,No,No,185/60 R15,167,252,30,2586,4034,1642,1532,1099,FWD
474,Citroen,C3,Hatchback,2019,7.99,900,CNG,Manual,95,160,16.47,154,4,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,0,5,Yes,Yes,No,No,1,Yes,Yes,9,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,195/55 R16,169,257,39,2557,3762,1729,1550,1083,FWD
475,Maruti Suzuki,Swift,Hatchback,2022,10.92,900,Petrol Hybrid,Automatic,103,138,22.51,155,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,0,5,Yes,Yes,Yes,No,1,Yes,Yes,10.25,Yes,Yes,Yes,No,Yes,Mark Levinson,Yes,Yes,Yes,No,Yes,195/55 R16,177,281,30,2549,3767,1694,1456,1041,FWD
476,Datsun,GO,Hatchback,2024,7.6,1000,Diesel,Manual,88,141,23.67,170,4,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,3,5,No,No,No,No,1,No,No,7,Yes,Yes,Yes,No,Yes,JBL,No,Yes,Yes,No,No,185/60 R15,177,305,42,2509,4071,1657,1481,1098,FWD
477,Volkswagen,Polo,Hatchback,2022,8.8,800,Petrol Hybrid,Manual,105,121,23.83,147,6,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,4,5,Yes,Yes,No,No,1,Yes,No,8,Yes,Yes,Yes,Yes,Yes,Bang & Olufsen,Yes,Yes,Yes,Yes,Yes,165/65 R14,170,266,30,2424,3772,1746,1499,980,FWD
478,Toyota,Glanza,Hatchback,2023,7.91,900,Petrol,AMT,72,86,16.9,151,4,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,3,5,No,No,No,No,1,No,No,10.25,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,No,Yes,185/60 R15,174,336,40,2509,4050,1709,1459,1010,FWD
479,Datsun,GO,Hatchback,2022,6.43,1300,CNG,Manual,69,106,17.67,178,4,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,4,5,No,Yes,No,No,1,No,No,8,Yes,Yes,No,Yes,No,Bose,Yes,Yes,Yes,No,No,195/55 R16,162,351,31,2498,4042,1659,1532,1059,FWD
480,Maruti Suzuki,Alto K10,Hatchback,2024,6.72,900,Petrol,Manual,86,114,18.07,172,2,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,5,5,No,No,No,No,1,Yes,No,7,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,195/55 R16,172,367,34,2456,3704,1646,1547,1148,FWD
481,Honda,Brio,Hatchback,2021,6.47,1200,Petrol,Manual,91,119,17.07,183,2,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,0,5,No,No,No,No,1,No,No,8,Yes,Yes,Yes,Yes,No,JBL,No,Yes,Yes,No,No,175/65 R15,160,244,32,2556,3732,1631,1486,933,FWD
482,Ford,Figo,Hatchback,2020,10.47,800,Petrol,Manual,87,126,23.04,189,6,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,0,5,Yes,Yes,Yes,No,1,Yes,No,10.25,Yes,Yes,Yes,Yes,No,Mark Levinson,Yes,Yes,Yes,Yes,No,175/65 R15,172,326,31,2519,3902,1668,1462,851,FWD
483,Maruti Suzuki,Baleno,Hatchback,2021,10.57,1000,Petrol,Manual,65,82,21.68,162,6,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,5,Yes,Yes,No,No,1,Yes,No,8,Yes,Yes,No,Yes,No,Mark Levinson,Yes,Yes,Yes,No,Yes,195/55 R16,168,261,36,2466,4025,1649,1530,1127,FWD
484,Honda,Jazz,Hatchback,2022,7.91,900,Petrol,Manual,86,141,16.01,144,2,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,0,5,No,No,No,No,1,No,No,7,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,185/60 R15,181,282,28,2542,3975,1753,1462,986,FWD
485,Hyundai,i20,Hatchback,2023,5.46,1200,Petrol,Manual,73,103,20.03,147,4,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,5,5,No,No,No,No,1,No,No,9,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,175/65 R15,165,323,31,2534,3839,1731,1530,854,FWD
486,Citroen,C3,Hatchback,2020,8.84,1200,Petrol,Manual,94,134,22.12,166,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5,5,Yes,Yes,Yes,No,1,Yes,No,8,Yes,Yes,Yes,Yes,No,JBL,Yes,Yes,Yes,Yes,No,185/60 R15,161,342,39,2528,3974,1756,1463,1044,FWD
487,Tata,Punch,Hatchback,2023,4.71,1000,Petrol,AMT,91,110,21.12,165,2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,3,5,Yes,No,No,No,1,No,No,7,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,175/65 R15,174,361,32,2593,4080,1647,1520,1027,FWD
488,Toyota,Glanza,Hatchback,2019,5.62,1100,Petrol Hybrid,CVT,77,87,17.7,183,4,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,4,5,Yes,No,No,No,1,No,No,10.25,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,No,No,165/65 R14,155,268,38,2572,3804,1729,1497,912,FWD
489,Toyota,Glanza,Hatchback,2021,11.39,1000,CNG,Manual,81,123,23.51,165,4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,5,Yes,No,Yes,No,1,Yes,No,8,Yes,Yes,Yes,Yes,Yes,JBL,Yes,Yes,Yes,Yes,Yes,185/60 R15,169,247,32,2507,3857,1742,1499,1005,FWD
490,Maruti Suzuki,Celerio,Hatchback,2021,8.98,1200,Petrol,Manual,76,128,22.54,174,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,3,5,Yes,Yes,Yes,No,1,No,Yes,10.25,Yes,Yes,Yes,Yes,Yes,Meridian,Yes,Yes,Yes,Yes,Yes,175/65 R15,174,328,36,2462,4064,1702,1520,1016,FWD
491,Honda,Jazz,Hatchback,2023,9.51,900,Diesel,Manual,86,137,18.5,165,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5,5,Yes,Yes,Yes,No,1,Yes,Yes,8,Yes,Yes,Yes,Yes,No,Sony,Yes,Yes,Yes,Yes,No,195/55 R16,158,331,37,2456,4059,1766,1508,952,FWD
492,Citroen,C3,Hatchback,2023,6.02,1000,Petrol,Manual,97,108,17.56,173,2,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,4,5,No,No,No,No,1,No,No,10.25,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,195/55 R16,177,318,34,2463,4038,1674,1491,965,FWD
493,Honda,Brio,Hatchback,2019,5.26,1200,CNG,Manual,76,120,17.5,157,4,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,4,5,Yes,No,No,No,1,No,No,7,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,Yes,No,185/60 R15,170,298,37,2384,3972,1679,1556,1024,FWD
494,Tata,Tiago,Hatchback,2024,5.14,1200,Petrol,Manual,92,159,17.36,158,4,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,3,5,No,No,No,No,1,No,No,8,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,195/55 R16,178,377,37,2549,4039,1781,1557,887,FWD
495,Citroen,C3,Hatchback,2023,8.55,1300,Diesel,AMT,81,140,19.7,161,6,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,5,5,No,Yes,Yes,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,Yes,Harman Kardon,Yes,Yes,Yes,No,No,165/65 R14,163,326,37,2382,3711,1778,1534,1143,FWD
496,Tata,Tiago,Hatchback,2022,8.01,800,Petrol,Manual,78,132,23.4,177,2,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,0,5,No,No,No,No,1,No,Yes,8,Yes,Yes,No,Yes,No,JBL,Yes,Yes,Yes,No,No,175/65 R15,175,320,33,2411,3824,1729,1455,1143,FWD
497,Honda,Brio,Hatchback,2021,10.7,800,CNG,AMT,86,97,18.62,148,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0,5,Yes,Yes,Yes,No,1,Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Sony,No,Yes,Yes,No,Yes,185/60 R15,175,314,35,2550,3826,1642,1533,1021,FWD
498,Maruti Suzuki,Wagon R,Hatchback,2020,8.89,1200,Petrol,Manual,76,130,16.81,158,2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4,5,No,Yes,Yes,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,No,Mark Levinson,Yes,Yes,Yes,Yes,Yes,195/55 R16,185,322,38,2432,3871,1757,1554,1003,FWD
499,Renault,Kwid,Hatchback,2019,11.81,800,Petrol,Automatic,81,120,17.08,153,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,3,5,Yes,Yes,No,No,1,Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Sony,Yes,Yes,Yes,Yes,Yes,185/60 R15,182,321,40,2469,3757,1680,1556,1018,FWD
500,Tata,Altroz,Hatchback,2022,5.42,1000,CNG,Manual,74,131,22.45,175,2,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,0,5,No,No,No,No,1,No,No,8,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,165/65 R14,174,268,33,2429,3962,1783,1503,861,FWD
501,Ford,Figo,Hatchback,2020,7.47,1000,Petrol,Manual,108,121,18.1,181,2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,0,5,No,No,No,No,1,No,No,8,Yes,Yes,No,No,No,Bose,No,Yes,Yes,No,No,175/65 R15,159,310,36,2499,3714,1770,1543,1135,FWD
502,Tata,Altroz,Hatchback,2024,7.42,1000,CNG,Automatic,87,108,17.42,145,4,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,3,5,Yes,No,No,No,1,No,No,8,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,185/60 R15,179,300,34,2585,3912,1654,1458,1142,FWD
503,Volkswagen,Polo,Hatchback,2022,11.69,1200,Petrol,Manual,79,113,18.5,143,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,4,5,Yes,Yes,Yes,No,1,Yes,Yes,10.25,Yes,Yes,No,Yes,Yes,Harman Kardon,Yes,Yes,Yes,No,Yes,185/60 R15,178,344,40,2408,3953,1648,1522,935,FWD
504,Maruti Suzuki,Ignis,Hatchback,2019,7.91,1000,Petrol,Manual,89,158,22.6,188,4,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,3,5,No,Yes,No,No,1,No,No,10.25,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,No,No,185/60 R15,165,264,31,2413,3940,1724,1460,1088,FWD
505,Ford,Figo,Hatchback,2019,11.78,1300,Petrol,CVT,86,144,18.87,174,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,0,5,Yes,Yes,No,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,No,JBL,Yes,Yes,Yes,Yes,Yes,165/65 R14,171,299,35,2590,4036,1762,1461,1139,FWD
506,Tata,Punch,Hatchback,2019,8.18,1200,Electric,Manual,85,119,16.35,165,6,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,5,5,No,No,No,No,1,No,Yes,10.25,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,195/55 R16,176,277,41,2383,3883,1704,1450,956,FWD
507,Maruti Suzuki,Swift,Hatchback,2019,4.65,1200,Petrol,Manual,94,122,21.71,165,4,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,0,5,Yes,No,No,No,1,No,Yes,10.25,Yes,Yes,Yes,No,No,JBL,No,Yes,Yes,No,No,165/65 R14,167,242,36,2583,4075,1706,1488,1128,FWD
508,Ford,Figo,Hatchback,2022,8.1,1000,Petrol,Manual,95,106,20.77,177,6,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,3,5,Yes,No,No,No,1,No,No,9,Yes,Yes,Yes,Yes,No,JBL,Yes,Yes,Yes,No,No,175/65 R15,163,345,34,2387,3928,1702,1498,1144,FWD
509,Citroen,C3,Hatchback,2023,11.18,1000,CNG,Manual,81,97,16.43,143,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,0,5,Yes,Yes,No,No,1,No,Yes,7,Yes,Yes,Yes,Yes,Yes,Bang & Olufsen,Yes,Yes,Yes,No,Yes,185/60 R15,175,289,34,2459,3781,1676,1494,1082,FWD
510,Maruti Suzuki,Swift,Hatchback,2021,5.15,1200,Petrol,AMT,81,142,20.41,161,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,5,5,Yes,Yes,No,No,1,No,No,7,Yes,Yes,Yes,No,No,Bose,Yes,Yes,Yes,Yes,No,175/65 R15,161,272,37,2568,4021,1729,1458,1029,FWD
511,Tata,Altroz,Hatchback,2019,9.41,1000,CNG,AMT,84,93,21.88,167,4,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,0,5,No,Yes,Yes,No,1,Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Mark Levinson,Yes,Yes,Yes,No,No,185/60 R15,170,278,32,2440,3879,1762,1503,892,FWD
512,Nissan,Magnite,Hatchback,2023,5.77,1000,Petrol Hybrid,AMT,62,73,19.67,151,4,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,4,5,No,Yes,No,No,1,No,No,9,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,185/60 R15,155,249,34,2407,3961,1697,1514,1139,FWD
513,Citroen,C3,Hatchback,2020,5.44,1000,CNG,AMT,71,93,18.46,166,4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,5,5,Yes,No,No,No,1,No,Yes,10.25,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,175/65 R15,164,297,33,2553,4000,1693,1514,1107,FWD
514,Hyundai,i20,Hatchback,2023,8.38,1200,Electric,Manual,102,183,19.24,189,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,3,5,Yes,Yes,No,No,1,Yes,No,10.25,Yes,Yes,Yes,Yes,Yes,Burmester,Yes,Yes,Yes,No,Yes,165/65 R14,177,291,29,2532,3928,1760,1555,875,FWD
515,Hyundai,i20,Hatchback,2021,4.74,800,Petrol,CVT,105,150,16.93,146,4,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,0,5,No,No,No,No,1,Yes,No,10.25,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,185/60 R15,162,326,36,2422,4061,1650,1452,1091,FWD
516,Ford,Figo,Hatchback,2023,9.57,1100,Petrol,Manual,84,100,19.74,188,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0,5,Yes,Yes,Yes,No,1,Yes,Yes,8,Yes,Yes,Yes,Yes,Yes,Meridian,Yes,Yes,Yes,Yes,No,175/65 R15,180,313,36,2383,4044,1760,1496,1030,FWD
517,Honda,Brio,Hatchback,2019,4.61,1300,Petrol,AMT,93,114,22.14,153,4,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,0,5,No,No,No,No,1,Yes,No,7,Yes,Yes,Yes,No,No,Bose,No,Yes,Yes,No,No,165/65 R14,165,254,39,2409,3908,1696,1555,924,FWD
518,Hyundai,i20,Hatchback,2019,8.1,800,Petrol,Manual,90,160,23.64,181,6,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,3,5,No,No,Yes,No,1,No,No,7,Yes,Yes,No,Yes,No,Bose,No,Yes,Yes,No,No,195/55 R16,177,314,34,2562,3825,1679,1535,1018,FWD
519,Citroen,C3,Hatchback,2023,5.18,800,Petrol,AMT,120,205,18.21,171,4,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,3,5,No,No,No,No,1,No,No,9,Yes,Yes,No,Yes,No,JBL,Yes,Yes,Yes,Yes,No,175/65 R15,167,251,40,2551,4006,1738,1470,966,FWD
520,Maruti Suzuki,Swift,Hatchback,2020,6.72,1000,Petrol,AMT,99,177,22.17,167,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,4,5,No,No,No,No,1,No,No,9,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,Yes,No,185/60 R15,177,357,38,2426,3896,1632,1470,1138,FWD
521,Maruti Suzuki,Celerio,Hatchback,2021,10.28,1100,Diesel,Manual,86,103,19.61,175,6,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,3,5,No,Yes,Yes,No,1,Yes,Yes,8,Yes,Yes,Yes,Yes,No,Sony,Yes,Yes,Yes,Yes,No,165/65 R14,180,307,36,2513,3901,1771,1536,969,FWD
522,Maruti Suzuki,Baleno,Hatchback,2024,7.01,1000,Petrol Hybrid,Manual,77,103,16.2,173,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,4,5,No,Yes,No,No,1,No,No,9,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,175/65 R15,170,293,41,2483,4083,1653,1508,955,FWD
523,Maruti Suzuki,Baleno,Hatchback,2024,5.82,1300,Petrol,Manual,70,114,22.69,163,4,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,4,5,No,No,No,No,1,No,Yes,8,Yes,Yes,Yes,No,No,JBL,No,Yes,Yes,Yes,No,185/60 R15,160,341,32,2506,3739,1635,1504,1129,FWD
524,Hyundai,i20,Hatchback,2022,7.98,800,CNG,AMT,89,102,23.39,168,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,3,5,No,No,No,No,1,No,No,7,Yes,Yes,No,No,Yes,Bose,No,Yes,Yes,No,Yes,185/60 R15,174,380,33,2407,4057,1774,1478,965,FWD
525,Datsun,GO,Hatchback,2024,5.69,1100,Petrol,AMT,79,95,20.58,164,2,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,3,5,No,No,No,No,1,No,No,9,Yes,Yes,Yes,No,No,JBL,Yes,Yes,Yes,No,No,195/55 R16,166,345,41,2385,3786,1631,1519,855,FWD
526,Tata,Punch,Hatchback,2020,8.96,900,Petrol,Manual,72,97,22.6,159,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5,5,No,Yes,Yes,No,1,No,No,9,Yes,Yes,No,Yes,Yes,Mark Levinson,Yes,Yes,Yes,Yes,Yes,165/65 R14,162,343,37,2509,3983,1763,1486,956,FWD
527,Toyota,Glanza,Hatchback,2020,11.06,1000,Electric,Manual,80,97,19.41,140,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,0,5,Yes,Yes,Yes,No,1,No,Yes,8,Yes,Yes,No,Yes,Yes,Meridian,Yes,Yes,Yes,Yes,Yes,165/65 R14,167,286,37,2578,3837,1784,1461,1139,FWD
528,Datsun,GO,Hatchback,2021,9.17,800,Diesel,Manual,75,105,21.62,146,4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,3,5,Yes,Yes,Yes,Yes,1,Yes,No,8,Yes,Yes,Yes,Yes,Yes,Mark Levinson,Yes,Yes,Yes,No,Yes,175/65 R15,163,255,31,2422,4061,1647,1458,1031,FWD
529,Maruti Suzuki,Celerio,Hatchback,2021,4.57,800,Petrol,AMT,105,125,20.66,146,4,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,0,5,No,No,No,No,1,No,No,7,Yes,Yes,No,No,No,Bose,No,Yes,Yes,No,Yes,195/55 R16,175,337,41,2527,3801,1673,1480,937,FWD
530,Hyundai,Grand i10 Nios,Hatchback,2019,7.18,1200,CNG,Manual,97,138,20.34,158,4,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,3,5,No,No,No,No,1,Yes,No,10.25,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,No,No,185/60 R15,178,335,29,2581,3999,1720,1471,1134,FWD
531,Honda,Jazz,Hatchback,2020,11.02,800,Petrol Hybrid,Manual,87,117,22.37,180,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,0,5,Yes,Yes,Yes,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,Yes,Harman Kardon,Yes,Yes,Yes,Yes,No,185/60 R15,181,253,37,2472,3920,1669,1473,884,FWD
532,Citroen,C3,Hatchback,2024,4.8,1300,Petrol,Manual,103,166,16.68,154,2,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,3,5,No,Yes,No,No,1,No,No,7,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,185/60 R15,161,374,39,2470,3705,1623,1523,1016,FWD
533,Datsun,GO,Hatchback,2020,6,1100,Petrol,AMT,88,137,22.86,183,2,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,0,5,Yes,No,No,No,1,Yes,No,10.25,Yes,Yes,Yes,No,No,JBL,Yes,Yes,Yes,No,No,165/65 R14,168,293,40,2444,4009,1694,1473,873,FWD
534,Nissan,Magnite,Hatchback,2019,8.05,1000,Petrol,Automatic,78,86,16.69,171,6,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,5,5,Yes,No,No,No,1,No,No,9,Yes,Yes,No,No,Yes,Bose,No,Yes,Yes,No,No,175/65 R15,167,275,34,2523,3990,1630,1485,1089,FWD
535,Volkswagen,Polo,Hatchback,2023,7.75,1300,Petrol,Automatic,104,185,16.03,161,2,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,5,5,No,Yes,No,No,1,No,No,9,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,185/60 R15,163,294,35,2393,3902,1716,1460,1127,FWD
536,Hyundai,Grand i10 Nios,Hatchback,2022,6.42,1100,Electric,Manual,93,159,22.04,165,2,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,3,5,No,Yes,No,No,1,No,No,10.25,Yes,Yes,Yes,No,No,Bose,Yes,Yes,Yes,No,No,175/65 R15,169,308,42,2488,4003,1750,1481,958,FWD
537,Maruti Suzuki,Wagon R,Hatchback,2022,9.33,1300,Petrol,AMT,76,108,22.33,147,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,0,5,Yes,Yes,Yes,No,1,Yes,No,7,Yes,Yes,Yes,Yes,Yes,Harman Kardon,Yes,Yes,Yes,No,Yes,195/55 R16,167,246,39,2596,3861,1783,1491,861,FWD
538,Tata,Punch,Hatchback,2020,5.54,800,Diesel,Manual,85,132,20.49,188,2,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,5,5,No,No,No,No,1,No,No,8,Yes,Yes,No,No,No,Bose,No,Yes,Yes,No,No,175/65 R15,169,263,35,2568,3703,1756,1504,1007,FWD
539,Honda,Jazz,Hatchback,2022,8.9,900,Petrol,AMT,78,118,21.5,182,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,5,Yes,No,Yes,No,1,Yes,Yes,7,Yes,Yes,Yes,No,Yes,Bang & Olufsen,Yes,Yes,Yes,No,Yes,185/60 R15,176,302,40,2393,4057,1657,1550,888,FWD
540,Ford,Figo,Hatchback,2019,7.61,1200,CNG,Manual,72,111,23.63,157,2,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,0,5,No,No,No,Yes,1,No,Yes,7,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,No,No,165/65 R14,171,256,35,2420,3905,1658,1517,934,FWD
